Day of week;Day of month;Month ;Year;Hour;Appliances;lights;RH_1;RH_2;RH_3;RH_4;RH_5;RH_6;RH_7;RH_8;RH_9;RH_out;T1;T2;T3;T4;T5;T6;T7;T8;T9;T_out;Press_mm_hg;Windspeed;Visibility;Tdewpoint;
Τρίτη;12;January;2016;10:40;60;0;47,94%;44,57%;44,86%;45,13%;49,63%;96,56%;41,33%;49,09%;45,29%;87,67%;19,89;19,03;19,96;20,00;18,03;5,33;17,70;18,50;17,03;6,03;743,1;5,00;36,33;4,10;
Τρίτη;12;January;2016;10:50;60;0;47,16%;44,57%;44,79%;44,86%;49,57%;96,29%;41,26%;49,09%;45,23%;86,83%;19,89;19,03;19,93;20,07;18,10;5,40;17,70;18,50;17,03;6,22;743,2;5,00;38,17;4,15;
Τρίτη;12;January;2016;11:00;50;0;46,77%;44,50%;44,79%;44,70%;49,33%;96,19%;41,20%;49,00%;45,24%;86,00%;19,89;19,03;20,00;20,13;18,03;5,53;17,70;18,50;17,05;6,40;743,2;5,00;40,00;4,20;
Τρίτη;12;January;2016;11:10;50;0;46,30%;44,50%;44,79%;44,63%;49,33%;96,19%;41,03%;48,93%;45,29%;85,17%;20,00;19,10;20,00;20,20;18,10;5,80;17,73;18,50;17,10;6,50;743,3;5,33;38,00;4,17;
Τρίτη;12;January;2016;11:20;50;0;45,96%;44,47%;44,79%;44,59%;49,26%;95,02%;40,90%;48,59%;45,23%;84,33%;20,00;19,10;19,93;20,20;18,10;5,83;17,79;18,43;17,10;6,60;743,3;5,67;36,00;4,13;
Τρίτη;12;January;2016;11:30;60;0;46,22%;44,40%;44,79%;44,46%;49,13%;94,56%;40,70%;48,46%;45,20%;83,50%;20,00;19,10;19,95;20,13;18,10;5,97;17,79;18,50;17,10;6,70;743,3;6,00;34,00;4,10;
Τρίτη;12;January;2016;11:40;60;0;45,96%;44,29%;44,76%;44,16%;49,09%;93,75%;40,63%;48,19%;45,13%;82,67%;20,00;19,10;19,89;20,10;18,10;6,25;17,86;18,50;17,10;6,80;743,4;6,33;32,00;4,07;
Τρίτη;12;January;2016;11:50;60;0;45,72%;44,24%;44,70%;44,03%;49,00%;91,23%;40,47%;47,97%;45,20%;81,83%;20,00;19,15;19,89;20,10;18,10;6,43;17,82;18,50;17,10;6,90;743,4;6,67;30,00;4,03;
Τρίτη;12;January;2016;12:00;60;0;45,66%;44,20%;44,70%;43,90%;48,93%;88,90%;40,33%;47,83%;45,20%;81,00%;20,00;19,20;19,96;20,03;18,10;6,50;17,89;18,57;17,10;7,00;743,5;7,00;28,00;4,00;
Τρίτη;12;January;2016;12:10;190;0;45,50%;44,13%;44,70%;43,69%;49,00%;85,46%;40,24%;47,59%;45,06%;80,67%;20,03;19,20;19,96;20,03;18,07;6,59;17,92;18,57;17,10;7,08;743,5;7,00;30,00;4,02;
Τρίτη;12;January;2016;12:20;220;0;45,69%;43,90%;44,79%;43,84%;49,40%;84,40%;40,03%;47,55%;45,00%;80,33%;20,10;19,20;20,00;20,00;18,00;6,66;17,93;18,55;17,10;7,17;743,5;7,00;32,00;4,03;
Τρίτη;12;January;2016;12:30;170;0;45,40%;43,90%;44,79%;43,83%;49,89%;83,10%;39,88%;47,35%;44,86%;80,00%;20,10;19,20;20,00;20,00;17,96;6,93;17,97;18,60;17,10;7,25;743,5;7,00;34,00;4,05;
Τρίτη;12;January;2016;12:40;390;0;45,33%;43,86%;44,79%;43,97%;50,22%;82,89%;39,70%;47,20%;44,79%;79,67%;20,10;19,20;19,96;20,00;17,89;7,13;18,00;18,60;17,10;7,33;743,5;7,00;36,00;4,07;
Τρίτη;12;January;2016;12:50;90;0;45,33%;43,70%;44,79%;44,09%;50,40%;82,33%;39,66%;47,20%;44,70%;79,33%;20,10;19,20;19,89;19,89;17,89;7,43;18,00;18,50;17,10;7,42;743,5;7,00;38,00;4,08;
Τρίτη;12;January;2016;13:00;60;0;46,99%;43,76%;44,79%;44,16%;50,56%;81,00%;39,59%;47,13%;44,63%;79,00%;20,17;19,20;19,89;19,89;17,89;7,50;18,00;18,50;17,17;7,50;743,5;7,00;40,00;4,10;
Τρίτη;12;January;2016;13:10;290;0;46,43%;43,82%;44,79%;44,16%;50,73%;80,36%;39,59%;47,23%;44,56%;79,33%;20,10;19,10;19,89;19,86;17,86;7,40;17,89;18,50;17,17;7,42;743,5;7,17;40,00;4,07;
Τρίτη;12;January;2016;13:20;130;0;46,03%;43,84%;44,79%;44,03%;50,86%;80,36%;39,59%;47,29%;44,50%;79,67%;20,10;19,10;19,89;19,86;17,86;7,47;17,89;18,50;17,10;7,33;743,5;7,33;40,00;4,03;
Τρίτη;12;January;2016;13:30;140;0;45,36%;43,74%;44,86%;43,86%;50,93%;78,79%;39,59%;47,33%;44,40%;80,00%;20,07;19,10;19,89;19,79;17,79;7,66;17,89;18,50;17,10;7,25;743,5;7,50;40,00;4,00;
Τρίτη;12;January;2016;13:40;240;0;44,96%;43,60%;44,83%;43,53%;51,00%;78,19%;39,59%;47,28%;44,33%;80,33%;20,00;19,10;19,89;19,73;17,79;7,53;17,89;18,50;17,10;7,17;743,5;7,67;40,00;3,97;
Τρίτη;12;January;2016;13:50;50;0;44,76%;43,49%;44,90%;43,50%;51,00%;78,73%;39,56%;47,14%;44,29%;80,67%;20,00;19,10;19,89;19,70;17,79;7,62;17,95;18,50;17,10;7,08;743,5;7,83;40,00;3,93;
Τρίτη;12;January;2016;14:00;60;0;44,59%;43,42%;44,90%;43,50%;51,00%;77,20%;39,48%;47,01%;44,23%;81,00%;20,00;19,10;19,89;19,70;17,79;7,69;18,08;18,50;17,10;7,00;743,5;8,00;40,00;3,90;
Τρίτη;12;January;2016;14:10;60;0;44,43%;43,33%;44,90%;43,47%;51,00%;76,32%;39,27%;46,92%;44,20%;80,17%;20,00;19,10;19,89;19,70;17,79;7,56;18,18;18,50;17,10;6,98;743,5;7,50;40,00;3,73;
Τρίτη;12;January;2016;14:20;60;0;44,26%;43,29%;44,90%;43,40%;51,00%;76,46%;39,09%;46,86%;44,20%;79,33%;20,00;19,10;19,89;19,70;17,79;7,43;18,18;18,50;17,10;6,97;743,6;7,00;40,00;3,57;
Τρίτη;12;January;2016;14:30;370;0;44,20%;43,29%;44,90%;43,20%;51,00%;77,40%;39,09%;46,79%;44,13%;78,50%;20,00;19,10;19,89;19,60;17,73;7,29;18,10;18,50;17,10;6,95;743,6;6,50;40,00;3,40;
Τρίτη;12;January;2016;14:40;200;0;44,06%;43,23%;44,90%;43,13%;51,00%;77,63%;39,06%;47,00%;44,00%;77,67%;20,00;19,03;19,95;19,60;17,79;6,90;18,07;18,50;17,10;6,93;743,7;6,00;40,00;3,23;
Τρίτη;12;January;2016;14:50;70;0;44,06%;43,20%;44,90%;43,06%;51,00%;78,83%;39,00%;46,93%;43,93%;76,83%;20,00;19,00;19,89;19,57;17,70;6,97;18,00;18,43;17,10;6,92;743,7;5,50;40,00;3,07;
Τρίτη;12;January;2016;15:00;50;0;44,09%;43,13%;44,83%;43,00%;51,00%;79,49%;39,00%;47,00%;43,79%;76,00%;20,00;19,00;19,89;19,50;17,70;6,97;17,97;18,46;17,10;6,90;743,7;5,00;40,00;2,90;
Τρίτη;12;January;2016;15:10;40;0;44,03%;43,09%;44,90%;43,06%;51,00%;78,76%;39,00%;47,00%;43,79%;77,00%;20,00;19,00;19,89;19,46;17,70;6,83;17,89;18,39;17,10;6,80;743,8;4,83;40,00;3,00;
Τρίτη;12;January;2016;15:20;40;0;43,90%;43,09%;44,90%;43,00%;51,00%;79,06%;39,09%;46,90%;43,70%;78,00%;19,96;18,93;19,89;19,39;17,70;6,37;18,03;18,39;17,10;6,70;743,8;4,67;40,00;3,10;
Τρίτη;12;January;2016;15:30;30;0;43,90%;43,06%;44,79%;43,15%;51,00%;82,53%;39,03%;46,67%;43,76%;79,00%;19,96;19,03;19,89;19,45;17,70;6,43;18,17;18,50;17,10;6,60;743,8;4,50;40,00;3,20;
Τρίτη;12;January;2016;15:40;30;0;43,86%;43,00%;44,79%;43,16%;51,00%;81,03%;38,83%;46,53%;43,79%;80,00%;20,00;19,10;19,89;19,53;17,70;6,93;18,32;18,67;17,17;6,50;743,8;4,33;40,00;3,30;
Τρίτη;12;January;2016;15:50;30;0;43,86%;42,86%;44,76%;43,03%;51,00%;76,83%;38,65%;46,22%;43,79%;81,00%;20,07;19,13;19,89;19,60;17,70;7,00;18,45;18,79;17,17;6,40;743,8;4,17;40,00;3,40;
Τρίτη;12;January;2016;16:00;30;0;43,79%;42,72%;44,70%;42,86%;51,00%;75,13%;38,25%;45,98%;43,79%;82,00%;20,10;19,20;19,89;19,60;17,70;6,93;18,53;18,79;17,20;6,30;743,8;4,00;40,00;3,50;
Τρίτη;12;January;2016;16:10;40;0;43,73%;42,65%;44,70%;42,79%;51,06%;75,33%;38,19%;45,89%;43,73%;80,83%;20,10;19,14;19,89;19,53;17,70;6,73;18,49;18,78;17,20;6,33;743,9;4,50;38,17;3,30;
Τρίτη;12;January;2016;16:20;50;0;43,56%;42,59%;44,76%;42,59%;51,00%;73,76%;38,03%;45,81%;43,66%;79,67%;20,10;19,13;19,89;19,39;17,67;6,53;18,39;18,72;17,20;6,37;744,0;5,00;36,33;3,10;
Τρίτη;12;January;2016;16:30;40;0;43,43%;42,59%;44,79%;42,59%;51,00%;73,50%;38,00%;45,79%;43,53%;78,50%;20,10;19,10;19,89;19,39;17,60;6,33;18,38;18,70;17,20;6,40;744,0;5,50;34,50;2,90;
Τρίτη;12;January;2016;16:40;40;0;43,16%;42,53%;44,73%;42,59%;50,97%;75,70%;37,95%;45,72%;43,40%;77,33%;20,10;19,04;19,82;19,29;17,60;6,12;18,24;18,70;17,10;6,43;744,1;6,00;32,67;2,70;
Τρίτη;12;January;2016;16:50;40;0;43,03%;42,43%;44,70%;42,59%;50,90%;76,37%;37,90%;45,71%;43,33%;76,17%;20,10;19,01;19,79;19,29;17,60;6,19;18,20;18,63;17,10;6,47;744,1;6,50;30,83;2,50;
Τρίτη;12;January;2016;17:00;60;0;42,83%;42,42%;44,70%;42,56%;50,90%;76,89%;37,91%;45,79%;43,26%;75,00%;20,07;19,00;19,79;19,26;17,60;6,16;18,14;18,60;17,10;6,50;744,2;7,00;29,00;2,30;
Τρίτη;12;January;2016;17:10;60;10;42,67%;42,43%;44,66%;42,56%;50,90%;77,56%;37,95%;45,81%;43,20%;76,67%;20,00;19,00;19,79;19,20;17,60;6,09;18,10;18,60;17,10;6,32;744,2;7,00;30,83;2,43;
Τρίτη;12;January;2016;17:20;210;20;42,53%;42,47%;44,59%;42,63%;50,79%;78,00%;38,05%;45,90%;43,15%;78,33%;20,00;18,99;19,79;19,20;17,60;6,09;18,10;18,60;17,10;6,13;744,3;7,00;32,67;2,57;
Τρίτη;12;January;2016;17:30;380;20;43,50%;42,58%;44,59%;42,76%;50,73%;78,70%;38,06%;46,00%;43,00%;80,00%;20,03;18,90;19,82;19,20;17,60;6,06;18,02;18,54;17,10;5,95;744,4;7,00;34,50;2,70;
Τρίτη;12;January;2016;17:40;370;40;42,96%;42,56%;44,59%;43,57%;50,79%;81,03%;38,34%;46,00%;43,00%;81,67%;20,03;18,89;19,89;19,36;17,53;5,93;18,00;18,50;17,10;5,77;744,5;7,00;36,33;2,83;
Τρίτη;12;January;2016;17:50;230;30;43,16%;42,80%;44,59%;43,90%;50,79%;82,89%;38,90%;46,13%;42,93%;83,33%;20,00;18,89;19,89;19,69;17,60;5,53;18,07;18,50;17,07;5,58;744,6;7,00;38,17;2,97;
Τρίτη;12;January;2016;18:00;80;40;43,90%;43,40%;44,47%;43,83%;50,74%;83,43%;39,33%;46,33%;42,86%;85,00%;20,00;18,86;19,79;20,16;17,60;5,26;18,13;18,50;17,00;5,40;744,7;7,00;40,00;3,10;
Τρίτη;12;January;2016;18:10;90;30;43,70%;43,47%;44,47%;43,63%;50,83%;84,26%;39,33%;46,63%;42,83%;86,00%;20,00;18,86;19,79;20,29;17,50;5,06;18,20;18,60;17,03;5,30;744,7;6,83;40,00;3,15;
Τρίτη;12;January;2016;18:20;70;20;43,76%;43,36%;44,40%;43,49%;50,90%;85,06%;39,45%;46,83%;42,83%;87,00%;20,00;18,93;19,79;20,20;17,50;4,93;18,25;18,67;17,03;5,20;744,7;6,67;40,00;3,20;
Τρίτη;12;January;2016;18:30;40;10;44,00%;43,29%;44,40%;43,10%;51,00%;86,46%;39,26%;47,03%;42,70%;88,00%;20,03;19,00;19,79;20,20;17,50;4,93;18,20;18,70;17,00;5,10;744,8;6,50;40,00;3,25;
Τρίτη;12;January;2016;18:40;40;0;44,26%;43,29%;44,40%;42,84%;51,00%;87,66%;39,13%;46,90%;42,76%;89,00%;20,10;19,20;19,89;20,10;17,50;5,00;18,20;18,76;17,00;5,00;744,8;6,33;40,00;3,30;
Τρίτη;12;January;2016;18:50;30;0;44,20%;43,24%;44,33%;42,59%;51,09%;88,63%;39,09%;46,77%;42,79%;90,00%;20,10;19,25;19,89;19,96;17,50;4,90;18,10;18,70;17,00;4,90;744,9;6,17;40,00;3,35;
Τρίτη;12;January;2016;19:00;50;0;44,13%;43,09%;44,09%;42,59%;51,09%;89,43%;39,09%;46,65%;42,79%;91,00%;20,10;19,29;19,79;19,89;17,50;4,90;18,10;18,70;17,00;4,80;745,0;6,00;40,00;3,40;
Τρίτη;12;January;2016;19:10;50;0;44,06%;42,92%;44,09%;42,56%;51,00%;90,23%;39,06%;46,50%;42,79%;91,33%;20,10;19,37;19,79;19,86;17,50;4,87;18,07;18,60;17,00;4,75;745,0;6,17;40,00;3,40;
Τρίτη;12;January;2016;19:20;60;0;44,00%;42,90%;44,13%;42,50%;51,00%;90,89%;39,00%;46,56%;42,79%;91,67%;20,10;19,39;19,79;19,79;17,50;4,87;18,00;18,53;16,93;4,70;745,0;6,33;40,00;3,40;
Τρίτη;12;January;2016;19:30;50;0;43,90%;42,76%;44,20%;42,53%;51,00%;91,40%;39,00%;46,90%;42,79%;92,00%;20,10;19,39;19,79;19,76;17,50;4,93;17,96;18,50;16,89;4,65;745,1;6,50;40,00;3,40;
Τρίτη;12;January;2016;19:40;60;0;43,83%;42,70%;44,20%;42,53%;51,00%;91,26%;39,00%;47,13%;42,86%;92,33%;20,10;19,39;19,79;19,70;17,50;4,93;17,89;18,50;16,96;4,60;745,1;6,67;40,00;3,40;
Τρίτη;12;January;2016;19:50;60;0;43,73%;42,66%;44,20%;42,56%;50,97%;90,96%;39,00%;47,26%;42,90%;92,67%;20,03;19,39;19,79;19,67;17,50;4,63;17,89;18,50;16,89;4,55;745,1;6,83;40,00;3,40;
Τρίτη;12;January;2016;20:00;60;0;43,73%;42,53%;44,29%;42,50%;50,90%;91,27%;39,00%;47,33%;42,90%;93,00%;20,10;19,39;19,79;19,60;17,50;4,40;17,89;18,50;16,89;4,50;745,2;7,00;40,00;3,40;
Τρίτη;12;January;2016;20:10;50;0;43,49%;42,50%;44,29%;42,50%;50,86%;92,46%;38,90%;47,40%;42,90%;92,67%;20,07;19,36;19,79;19,60;17,50;4,37;17,79;18,50;16,89;4,53;745,3;6,83;40,00;3,40;
Τρίτη;12;January;2016;20:20;50;0;43,29%;42,43%;44,29%;42,50%;50,79%;93,19%;38,90%;47,40%;42,90%;92,33%;20,00;19,29;19,79;19,53;17,50;4,53;17,79;18,39;16,89;4,57;745,4;6,67;40,00;3,40;
Τρίτη;12;January;2016;20:30;50;0;43,15%;42,45%;44,29%;42,50%;50,79%;93,19%;38,90%;47,40%;42,84%;92,00%;20,00;19,29;19,79;19,50;17,50;4,59;17,79;18,39;16,89;4,60;745,5;6,50;40,00;3,40;
Τρίτη;12;January;2016;20:40;50;0;43,06%;42,47%;44,29%;42,50%;50,73%;93,06%;38,97%;47,40%;42,83%;91,67%;20,00;19,26;19,79;19,50;17,50;4,56;17,79;18,39;16,89;4,63;745,6;6,33;40,00;3,40;
Τρίτη;12;January;2016;20:50;50;0;43,00%;42,40%;44,29%;42,47%;50,59%;92,93%;39,00%;47,40%;42,90%;91,33%;19,93;19,20;19,79;19,46;17,39;4,37;17,79;18,39;16,89;4,67;745,7;6,17;40,00;3,40;
Τρίτη;12;January;2016;21:00;60;0;42,86%;42,33%;44,29%;42,40%;50,53%;93,37%;39,00%;47,40%;42,90%;91,00%;19,89;19,20;19,79;19,39;17,39;4,26;17,73;18,39;16,89;4,70;745,8;6,00;40,00;3,40;
Τρίτη;12;January;2016;21:10;60;0;42,79%;42,33%;44,26%;42,43%;50,50%;93,89%;39,00%;47,33%;42,90%;90,50%;19,89;19,20;19,79;19,39;17,39;4,26;17,70;18,39;16,89;4,80;745,9;6,17;38,17;3,42;
Τρίτη;12;January;2016;21:20;40;0;42,70%;42,36%;44,20%;42,50%;50,47%;94,26%;39,00%;47,29%;42,90%;90,00%;19,89;19,10;19,79;19,32;17,39;4,40;17,70;18,29;16,89;4,90;746,0;6,33;36,33;3,43;
Τρίτη;12;January;2016;21:30;30;0;42,63%;42,29%;44,16%;42,50%;50,40%;94,40%;39,00%;47,29%;42,83%;89,50%;19,82;19,10;19,79;19,29;17,39;4,47;17,70;18,29;16,89;5,00;746,0;6,50;34,50;3,45;
Τρίτη;12;January;2016;21:40;30;20;42,59%;42,24%;44,09%;42,50%;50,40%;94,40%;38,92%;47,29%;42,79%;89,00%;19,79;19,04;19,73;19,29;17,39;4,62;17,63;18,29;16,79;5,10;746,1;6,67;32,67;3,47;
Τρίτη;12;January;2016;21:50;30;10;42,72%;42,06%;44,00%;42,69%;50,33%;94,26%;39,33%;47,48%;42,79%;88,50%;19,79;19,00;19,70;19,29;17,39;4,69;17,72;18,29;16,79;5,20;746,1;6,83;30,83;3,48;
Τρίτη;12;January;2016;22:00;40;0;42,76%;41,89%;44,06%;42,73%;50,29%;94,40%;39,69%;47,71%;43,20%;88,00%;19,76;19,00;19,70;19,29;17,39;4,83;17,78;18,36;16,89;5,30;746,2;7,00;29,00;3,50;
Τρίτη;12;January;2016;22:10;50;10;42,70%;41,99%;44,13%;42,79%;50,29%;94,59%;40,20%;48,34%;43,80%;87,33%;19,70;19,00;19,70;19,23;17,39;4,97;17,81;18,48;16,89;5,33;746,2;6,83;30,83;3,40;
Τρίτη;12;January;2016;22:20;50;0;42,70%;42,06%;44,20%;43,00%;50,33%;94,63%;40,69%;48,84%;44,19%;86,67%;19,70;19,00;19,70;19,20;17,39;5,09;17,86;18,56;16,89;5,37;746,3;6,67;32,67;3,30;
Τρίτη;12;January;2016;22:30;50;0;42,63%;42,25%;44,29%;43,13%;50,47%;94,29%;40,94%;49,32%;44,66%;86,00%;19,63;18,91;19,73;19,20;17,39;5,09;17,89;18,60;16,89;5,40;746,3;6,50;34,50;3,20;
Τρίτη;12;January;2016;22:40;40;0;43,00%;42,41%;44,29%;43,23%;50,53%;93,63%;41,09%;49,66%;45,10%;85,33%;19,67;18,89;19,79;19,20;17,39;5,19;17,84;18,60;16,93;5,43;746,4;6,33;36,33;3,10;
Τρίτη;12;January;2016;22:50;50;0;43,00%;42,50%;44,43%;43,36%;50,66%;92,47%;41,27%;50,06%;45,43%;84,67%;19,60;18,89;19,79;19,20;17,39;5,27;17,84;18,60;16,93;5,47;746,5;6,17;38,17;3,00;
Τρίτη;12;January;2016;23:00;40;0;43,00%;42,65%;44,50%;43,40%;50,79%;90,80%;41,44%;50,39%;45,70%;84,00%;19,60;18,89;19,79;19,13;17,36;5,37;17,85;18,63;17,00;5,50;746,6;6,00;40,00;2,90;
Τρίτη;12;January;2016;23:10;40;0;43,00%;42,70%;44,53%;43,47%;50,86%;89,10%;41,59%;50,57%;45,83%;83,33%;19,53;18,81;19,79;19,13;17,36;5,50;17,89;18,61;17,00;5,58;746,7;6,33;40,00;2,87;
Τρίτη;12;January;2016;23:20;40;0;43,09%;42,76%;44,59%;43,50%;51,03%;87,37%;41,73%;50,88%;46,03%;82,67%;19,50;18,79;19,79;19,10;17,29;5,56;17,80;18,60;17,00;5,67;746,8;6,67;40,00;2,83;
Τρίτη;12;January;2016;23:30;40;0;43,09%;42,86%;44,59%;43,50%;51,09%;85,43%;41,94%;51,25%;46,16%;82,00%;19,50;18,79;19,79;19,10;17,29;5,69;17,79;18,63;17,00;5,75;747,0;7,00;40,00;2,80;
Τρίτη;12;January;2016;23:40;50;0;43,15%;43,00%;44,59%;43,53%;51,23%;84,62%;42,13%;51,47%;46,29%;81,33%;19,50;18,79;19,79;19,10;17,29;5,69;17,79;18,70;17,00;5,83;747,1;7,33;40,00;2,77;
Τρίτη;12;January;2016;23:50;50;0;43,20%;43,05%;44,83%;43,53%;51,29%;83,83%;42,29%;51,59%;46,53%;80,67%;19,50;18,77;19,89;19,03;17,29;5,80;17,79;18,70;17,00;5,92;747,2;7,67;40,00;2,73;
Τετάρτη;13;January;2016;0:00;50;0;43,20%;43,09%;44,90%;43,59%;51,40%;82,56%;42,49%;51,63%;46,66%;80,00%;19,43;18,70;19,89;19,00;17,29;5,87;17,84;18,70;17,00;6,00;747,3;8,00;40,00;2,70;
Τετάρτη;13;January;2016;0:10;30;0;43,20%;43,20%;44,84%;43,59%;51,40%;80,96%;42,59%;51,79%;46,83%;81,33%;19,39;18,70;19,89;19,00;17,29;6,00;17,80;18,73;17,00;5,88;747,5;8,00;37,83;2,83;
Τετάρτη;13;January;2016;0:20;20;0;43,26%;43,26%;44,86%;43,63%;51,50%;80,69%;42,90%;51,92%;46,97%;82,67%;19,39;18,70;19,89;18,96;17,29;6,00;17,82;18,79;17,00;5,77;747,6;8,00;35,67;2,97;
Τετάρτη;13;January;2016;0:30;30;0;43,29%;43,31%;44,79%;43,70%;51,59%;84,03%;43,16%;52,19%;47,13%;84,00%;19,39;18,69;19,89;18,89;17,29;5,73;17,89;18,75;17,00;5,65;747,7;8,00;33,50;3,10;
Τετάρτη;13;January;2016;0:40;20;0;43,36%;43,40%;44,79%;43,70%;51,59%;86,56%;43,20%;52,25%;47,26%;85,33%;19,39;18,68;19,89;18,89;17,29;5,53;17,89;18,82;17,00;5,53;747,9;8,00;31,33;3,23;
Τετάρτη;13;January;2016;0:50;40;0;43,40%;43,43%;44,73%;43,76%;51,70%;87,46%;43,43%;52,32%;47,43%;86,67%;19,39;18,64;19,82;18,89;17,29;5,50;17,89;18,88;17,00;5,42;748,0;8,00;29,17;3,37;
Τετάρτη;13;January;2016;1:00;50;0;43,47%;43,46%;44,70%;43,79%;51,70%;86,33%;43,59%;52,29%;47,56%;88,00%;19,32;18,60;19,79;18,89;17,29;5,56;17,89;18,75;17,00;5,30;748,2;8,00;27,00;3,50;
Τετάρτη;13;January;2016;1:10;60;0;43,50%;43,50%;44,76%;43,83%;51,73%;86,33%;43,59%;52,43%;47,77%;88,50%;19,29;18,60;19,79;18,89;17,29;5,50;17,89;18,70;17,03;5,30;748,3;8,00;26,00;3,57;
Τετάρτη;13;January;2016;1:20;50;0;43,56%;43,56%;44,79%;43,90%;51,79%;87,47%;43,66%;52,63%;47,97%;89,00%;19,29;18,60;19,79;18,89;17,29;5,43;17,89;18,70;17,03;5,30;748,4;8,00;25,00;3,63;
Τετάρτη;13;January;2016;1:30;40;0;43,59%;43,59%;44,86%;43,90%;51,90%;89,33%;43,86%;53,17%;48,16%;89,50%;19,29;18,59;19,86;18,79;17,29;5,40;17,89;18,70;17,00;5,30;748,5;8,00;24,00;3,70;
Τετάρτη;13;January;2016;1:40;40;0;43,59%;43,59%;44,90%;43,90%;51,90%;89,97%;44,00%;53,47%;48,36%;90,00%;19,29;18,50;19,89;18,79;17,29;5,40;17,89;18,70;17,00;5,30;748,6;8,00;23,00;3,77;
Τετάρτη;13;January;2016;1:50;50;0;43,70%;43,64%;44,90%;43,93%;51,93%;89,83%;44,37%;54,01%;48,66%;90,50%;19,29;18,50;19,89;18,79;17,29;5,40;17,89;18,70;17,10;5,30;748,7;8,00;22,00;3,83;
Τετάρτη;13;January;2016;2:00;40;0;43,76%;43,69%;44,90%;44,00%;52,00%;89,26%;44,68%;54,56%;48,79%;91,00%;19,29;18,50;19,89;18,79;17,29;5,40;17,98;18,70;17,03;5,30;748,8;8,00;21,00;3,90;
Τετάρτη;13;January;2016;2:10;40;0;43,70%;43,70%;44,97%;44,00%;52,03%;89,19%;44,76%;54,85%;48,96%;90,67%;19,20;18,50;19,89;18,79;17,29;5,47;18,00;18,70;17,10;5,33;749,0;8,00;21,50;3,88;
Τετάρτη;13;January;2016;2:20;50;0;43,76%;43,77%;45,00%;44,06%;52,03%;88,39%;44,77%;55,00%;49,09%;90,33%;19,20;18,50;19,89;18,79;17,23;5,50;18,00;18,75;17,10;5,37;749,2;8,00;22,00;3,87;
Τετάρτη;13;January;2016;2:30;50;0;43,79%;43,84%;45,00%;44,09%;52,09%;87,33%;44,69%;54,94%;49,23%;90,00%;19,20;18,50;19,89;18,76;17,26;5,56;18,00;18,70;17,10;5,40;749,4;8,00;22,50;3,85;
Τετάρτη;13;January;2016;2:40;50;0;43,86%;43,90%;45,00%;44,09%;52,16%;86,06%;44,68%;54,96%;49,32%;89,67%;19,20;18,50;19,89;18,70;17,26;5,59;18,00;18,73;17,10;5,43;749,6;8,00;23,00;3,83;
Τετάρτη;13;January;2016;2:50;40;0;43,90%;43,86%;45,00%;44,13%;52,09%;86,00%;44,61%;54,88%;49,47%;89,33%;19,20;18,48;19,96;18,70;17,20;5,66;18,00;18,77;17,10;5,47;749,8;8,00;23,50;3,82;
Τετάρτη;13;January;2016;3:00;30;0;43,93%;43,79%;45,03%;44,13%;52,16%;85,33%;44,71%;54,77%;49,53%;89,00%;19,10;18,49;19,89;18,70;17,20;5,69;18,00;18,74;17,10;5,50;750,0;8,00;24,00;3,80;
Τετάρτη;13;January;2016;3:10;20;0;44,00%;43,81%;45,07%;44,13%;52,23%;85,06%;44,78%;54,66%;49,59%;89,00%;19,10;18,42;19,89;18,70;17,20;5,69;18,01;18,73;17,10;5,48;750,2;8,00;24,00;3,78;
Τετάρτη;13;January;2016;3:20;20;0;44,00%;43,80%;45,00%;44,20%;52,29%;84,76%;44,76%;54,55%;49,59%;89,00%;19,10;18,40;19,89;18,70;17,20;5,69;18,03;18,71;17,10;5,47;750,3;8,00;24,00;3,77;
Τετάρτη;13;January;2016;3:30;20;0;44,00%;43,79%;45,00%;44,20%;52,29%;84,63%;44,79%;54,43%;49,66%;89,00%;19,10;18,39;19,89;18,70;17,20;5,69;18,06;18,73;17,10;5,45;750,6;8,00;24,00;3,75;
Τετάρτη;13;January;2016;3:40;50;0;44,09%;43,79%;44,93%;44,20%;52,40%;83,20%;44,69%;54,29%;49,70%;89,00%;19,10;18,39;19,82;18,70;17,20;5,73;18,03;18,72;17,10;5,43;750,7;8,00;24,00;3,73;
Τετάρτη;13;January;2016;3:50;50;0;44,09%;43,84%;44,93%;44,13%;52,40%;82,26%;44,66%;54,20%;49,76%;89,00%;19,10;18,37;19,79;18,63;17,20;5,80;18,00;18,73;17,10;5,42;751,0;8,00;24,00;3,72;
Τετάρτη;13;January;2016;4:00;50;0;44,03%;43,90%;45,00%;44,20%;52,43%;80,99%;44,67%;54,15%;49,79%;89,00%;19,03;18,31;19,79;18,63;17,20;5,83;18,00;18,70;17,10;5,40;751,2;8,00;24,00;3,70;
Τετάρτη;13;January;2016;4:10;40;0;44,09%;43,90%;45,03%;44,15%;52,50%;80,20%;44,66%;54,09%;49,79%;89,17%;19,03;18,34;19,82;18,60;17,20;5,83;18,05;18,72;17,10;5,37;751,3;8,00;23,67;3,68;
Τετάρτη;13;January;2016;4:20;40;0;44,09%;43,92%;45,03%;44,13%;52,50%;80,14%;44,69%;54,09%;49,90%;89,33%;19,00;18,34;19,82;18,60;17,20;5,80;18,00;18,74;17,20;5,33;751,4;8,00;23,33;3,67;
